13,45,13,0.04,0.04,0,0,20110101,29991231
13,01,04000,0.01,0.01,0.01,0.01,20110101,20170228
13,01,04000,0.015,0.015,0.015,0.015,20170301,20170331
13,01,04000,0.019,0.019,0.019,0.019,20170401,20220331
13,01,04000,0.015,0.015,0.015,0.015,20220401,20220930
13,01,04000,0.019,0.019,0.019,0.019,20221001,29991231
13,01,05000,0.019,0.019,0.019,0.019,20180401,20220331
13,01,05000,0.015,0.015,0.015,0.015,20220401,20220930
13,01,05000,0.019,0.019,0.019,0.019,20221001,29991231
13,01,17780,0.01,0.01,0.01,0.01,20221001,29991231
13,01,17776,0.0175,0.0175,0.0175,0.0175,20221001,29991231
13,01,25720,0.0175,0.0175,0.0175,0.0175,20221001,29991231
13,01,36472,0.0175,0.0175,0.0175,0.0175,20221001,29991231
13,63,00060,0.0075,0.0075,0.0075,0.0075,20170401,29991231
13,63,00044,0.01,0.01,0,0,20180401,29991231
13,63,00031,0,0,0,0,20221001,29991231
13,63,99999,0.005,0.005,0.005,0.005,20221001,29991231
13,00,001,0.03,0.03,0.03,0.03,20110101,20121231
13,00,001,0.04,0.04,0.04,0.04,20130101,20220331
13,00,001,0.03,0.03,0.03,0.03,20220401,20220930
13,00,001,0.04,0.04,0.04,0.04,20221001,29991231
13,00,003,0.03,0.03,0.03,0.03,20110101,20180930
13,00,003,0.04,0.04,0.04,0.04,20181001,29991231
13,00,005,0.03,0.03,0.03,0.03,20110101,20180930
13,00,005,0.04,0.04,0.04,0.04,20181001,29991231
13,00,007,0.03,0.03,0.03,0.03,20110101,20131231
13,00,007,0.02,0.02,0.02,0.02,20140101,20150331
13,00,007,0.03,0.03,0.03,0.03,20150401,20240331
13,00,007,0.04,0.04,0.04,0.04,20240401,29991231
13,00,009,0.03,0.03,0.03,0.03,20110101,20240331
13,00,009,0.04,0.04,0.04,0.04,20240401,29991231
13,00,011,0.03,0.03,0.03,0.03,20110101,20180930
13,00,011,0.04,0.04,0.04,0.04,20181001,20251231
13,00,011,0.05,0.05,0.05,0.05,20260101,29991231
13,00,013,0.03,0.03,0.03,0.03,20110101,20240331
13,00,013,0.04,0.04,0.04,0.04,20240401,29991231
13,00,015,0.03,0.03,0.03,0.03,20110101,29991231
13,00,017,0.03,0.03,0.03,0.03,20110101,20180930
13,00,017,0.04,0.04,0.04,0.04,20181001,29991231
13,00,019,0.03,0.03,0.03,0.03,20110101,20180930
13,00,019,0.04,0.04,0.04,0.04,20181001,20251231
13,00,019,0.05,0.05,0.05,0.05,20260101,29991231
13,00,021,0.02,0.02,0.02,0.02,20110101,20120331
13,00,021,0.03,0.03,0.03,0.03,20120401,20211231
13,00,021,0.04,0.04,0.04,0.04,20220101,20250930
13,00,021,0.03,0.03,0.03,0.03,20251001,20260331
13,00,021,0.04,0.04,0.04,0.04,20260401,29991231
13,00,023,0.03,0.03,0.03,0.03,20110101,20121231
13,00,023,0.04,0.04,0.04,0.04,20130101,29991231
13,00,025,0.03,0.03,0.03,0.03,20110101,20180930
13,00,025,0.04,0.04,0.04,0.04,20181001,29991231
13,00,027,0.03,0.03,0.03,0.03,20110101,20141231
13,00,027,0.02,0.02,0.02,0.02,20150101,20150331
